book_title,author,llm_model,Prompt_type,crowd_label,question_generated
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Recall,How did the boy travel to the zoo?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Wh-Question,What did the boy count on his fingers?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Wh-Question,Where did the boy go to see the animals?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Open-Ended,Tell me about your favorite animal at the zoo.
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Open-Ended,How do you feel when you visit a place with many animals?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Distancing,Have you ever been to a zoo? What animals did you see?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,FewShot,Distancing,"What do you do when you count things, like the boy in the story?"
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Completion,The tree gave the boy her ______ so he could build a house.
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Completion,The boy climbed up the tree and swung from the ______.
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Recall,What did the boy take from the tree when he was a little boy?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Recall,How did the tree feel when the boy left her?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Wh-Question,What did the boy do with the tree’s apples?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Wh-Question,Where did the boy rest at the end of the story?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Open-Ended,Tell me how the tree helped the boy.
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Open-Ended,What would you do if you had a tree like this?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Distancing,Have you ever shared something special with a friend?
The Giving Tree,Shel Silverstein,gpt5.1,FewShot,Distancing,What do you do when you feel happy to help someone?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Completion,The boy tried to hide the lion in the ________ so no one could see it.
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Completion,The lion was very big and had a _______ tail.
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Recall,What did the boy use to hide the lion?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Recall,How did the lion behave when the boy tried to hide it?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Wh-Question,What color was the lion?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Wh-Question,Where did the boy take the lion?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Open-Ended,Tell me how the boy tried to hide the lion.
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Open-Ended,What do you think it would be like to have a lion as a pet?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Distancing,Have you ever tried to hide something from someone? What did you hide?
How to Hide a Lion,Helen Stephens,gpt5.1,FewShot,Distancing,What do you do when you want to keep a secret from your friends?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Completion,Max wore his crown and his __________.
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Completion,The wild things roared and showed their __________.
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Recall,What did Max say to the wild things to stop them?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Recall,Where did Max sail to in his boat?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Wh-Question,Who is the main character in the story?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Wh-Question,What did Max make in his room?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Open-Ended,Tell me how Max felt when he was with the wild things.
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Open-Ended,What would you do if you met wild things like Max?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Distancing,What do you do when you feel angry like Max?
Where the Wild Things Are,Maurice Sendak,gpt5.1,FewShot,Distancing,Have you ever made a pretend crown or costume like Max did?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Completion,Rosie walked past the ______ and kept going.
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Completion,Rosie the hen walked all around the ______.
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Recall,What animal was following Rosie quietly?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Recall,Where did Rosie go on her walk?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Wh-Question,What did Rosie see on her walk?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Wh-Question,Who was hiding behind the bushes?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Open-Ended,Tell me what you see in the pictures when Rosie walks.
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Open-Ended,How do you think Rosie feels during her walk?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Distancing,Have you ever gone on a walk outside like Rosie? What did you see?
Rosie's Walk,Pat Hutchins,gpt5.1,FewShot,Distancing,What do you do when you see an animal outside?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Completion,Alma's full name is Alma Sofia Esperanza José Pura Candela. Alma got her long name because her _______ told her stories about it.
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Completion,Alma learned that every part of her name has a special meaning from her _______.
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Recall,Who told Alma the story about how she got her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Recall,What did Alma learn about the names in her family?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Wh-Question,What is Alma's full name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Wh-Question,Who helped Alma understand her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Open-Ended,Tell me what you think about Alma’s name.
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Open-Ended,How do you feel when you hear your name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Distancing,What does your name mean or who gave you your name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,FewShot,Distancing,Have you ever heard a story about your family like Alma did?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Completion,Mae dreamed of becoming an astronaut and flying to the ________.
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Completion,Mae's parents told her to keep trying and never give ________.
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Recall,What did Mae want to be when she grew up?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Recall,Who helped Mae believe in her dreams?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Wh-Question,What did Mae wear to go to space?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Wh-Question,Where did Mae go in her rocket?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Open-Ended,Tell me what Mae did when people said she could not be an astronaut.
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Open-Ended,How do you think Mae felt when she saw the stars?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Distancing,Have you ever tried something that was hard but kept trying?
Mae Among the Stars,Roda Ahmed,gpt5.1,FewShot,Distancing,What do you do when someone tells you that you cannot do something?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Completion,Lubna found a _______ on the beach.
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Completion,Lubna took the pebble with her to _______.
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Recall,What did Lubna do with the pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Recall,Who did Lubna meet at the beach?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Wh-Question,What did Lubna use to carry the pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Wh-Question,Where did Lubna find the pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Open-Ended,Tell me how Lubna felt when she found the pebble.
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Open-Ended,What do you think Lubna will do with the pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Distancing,Have you ever found something special outside? What was it?
Lubna and Pebble,Wendy Meddour,gpt5.1,FewShot,Distancing,What do you do when you want to keep a special treasure safe?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Completion,"The boy asked, ""Can I be your ______?"""
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Completion,The dog looked at the boy and wagged his ______.
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Recall,What did the boy want to be?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Recall,Who did the boy want to be friends with?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Wh-Question,What kind of animal is in the story?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Wh-Question,What does the boy say to the dog?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Open-Ended,Tell me how the boy feels when he sees the dog.
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Open-Ended,What do you think the dog is thinking?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Distancing,Have you ever wanted to be friends with a pet?
Can I Be Your Dog?,Troy Cummings,gpt5.1,FewShot,Distancing,What do you do when you meet a new friend?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Completion,CJ and his grandma rode the _______ to get home.
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Completion,"Grandma said, ""Sometimes you have to find the _______ in the city."""
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Recall,What did CJ and his grandma see on the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Recall,Who did CJ talk to while riding the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Wh-Question,What did CJ's grandma point out to him?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Wh-Question,Where did CJ and his grandma get off the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Open-Ended,Tell me what CJ noticed about the city on their bus ride.
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Open-Ended,How do you think CJ felt when he saw all the different people?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Distancing,Have you ever ridden a bus or a big vehicle like CJ? What was it like?
Last Stop on Market Street,Matt de la Peña,gpt5.1,FewShot,Distancing,"What do you like to do when you spend time with someone special, like CJ with his grandma?"
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Completion,The little fish took the big fish’s _______ and thought he would not get caught.
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Completion,"The big fish said, ""I will find out who took my _______."""
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Recall,What did the little fish take from the big fish?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Recall,How did the big fish feel when he lost his hat?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Wh-Question,What did the little fish plan to do with the hat?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Wh-Question,Who was looking for the little fish at the end?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Open-Ended,Tell me why the little fish thought he would not get caught.
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Open-Ended,What do you think the big fish will do next?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Distancing,What do you do when you lose something important?
This Is Not My Hat,Jon Klassen,gpt5.1,FewShot,Distancing,Have you ever taken something and felt scared someone would find out?
Watercress,Andrea Wang,gpt5.1,FewShot,Completion,The family found watercress growing by the _________.
Watercress,Andrea Wang,gpt5.1,FewShot,Completion,The girl’s mother told her to help pick the _________.
Watercress,Andrea Wang,gpt5.1,FewShot,Recall,What did the family do with the watercress they picked?
Watercress,Andrea Wang,gpt5.1,FewShot,Recall,Who went with the girl to pick watercress?
Watercress,Andrea Wang,gpt5.1,FewShot,Wh-Question,What did the girl see in the water?
Watercress,Andrea Wang,gpt5.1,FewShot,Wh-Question,Where did the family find the watercress?
Watercress,Andrea Wang,gpt5.1,FewShot,Open-Ended,Tell me how the girl felt when she picked the watercress.
Watercress,Andrea Wang,gpt5.1,FewShot,Open-Ended,What do you think the watercress looks like?
Watercress,Andrea Wang,gpt5.1,FewShot,Distancing,Have you ever helped pick vegetables or plants outside?
Watercress,Andrea Wang,gpt5.1,FewShot,Distancing,What do you do when you try a new food for the first time?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Completion,The caterpillar was very hungry and ate ____.
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Completion,"After eating a lot, the caterpillar turned into a ____."
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Recall,What did the caterpillar eat on Monday?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Recall,How many pieces of food did the caterpillar eat on Saturday?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where did the caterpillar come from at the beginning of the story?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why did the caterpillar eat so much food?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you eat if you were a very hungry caterpillar?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Open-Ended,How do you think the caterpillar felt after eating so much food?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever been as hungry as the caterpillar? What did you eat?
The Very Hungry Caterpillar,Eric Carle,gpt5.1,ZeroShot,Distancing,"Can you think of a time when you changed, like the caterpillar turned into a butterfly?"
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Completion,"Brown Bear, Brown Bear, what do you see? I see a ______ looking at me."
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Completion,The red bird is ______ and flying in the sky.
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Recall,What color is the horse in the book?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Recall,Which animal comes after the yellow duck?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Wh-Question,What does the brown bear see?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Who do you see after the green frog?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Open-Ended,Why do you think the animals are looking at each other?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What animal would you like to see if you wrote your own version of this book?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever seen a brown bear or a red bird outside? What did they look like?
Brown Bear Brown Bear What Do You See?,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you think of an animal that is not in the book but you see around you?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Completion,The grouchy ladybug was feeling _______ at the start of the story.
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Completion,The ladybug wanted to fight the biggest _______ she could find.
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Recall,What animal did the grouchy ladybug first meet?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Recall,Where did the ladybug go to find a bigger bug to fight?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why was the ladybug so grouchy?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Wh-Question,What happened when the ladybug met the whale?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Open-Ended,How do you think the ladybug felt at the end of the story?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you were the grouchy ladybug?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever felt grouchy like the ladybug? What made you feel that way?
The Grouchy Ladybug,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you think of a time when you wanted to be the biggest or strongest like the ladybug?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Completion,The hermit crab changes his shell because ____.
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Completion,The hermit crab feels happy when ____.
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Recall,What kind of animal is the main character in the story?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Recall,What does the hermit crab find at the end of the book?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why does the hermit crab need a new shell?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where does the hermit crab live?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Open-Ended,How do you think the hermit crab feels when he finds a new shell?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you were the hermit crab looking for a new home?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever had to change something in your life like the hermit crab changed his shell?
A House for a Hermit Crab,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you think of a time when you found something new and it made you happy?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Completion,Mister Seahorse carries his babies in his ______.
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Completion,The daddy seahorse takes care of the ______ eggs.
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Recall,Who carries the babies in the story?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Recall,What kind of animal is Mister Seahorse?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where does Mister Seahorse keep his babies?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why do the daddy sea creatures take care of their babies?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Open-Ended,How do you think the baby seahorses feel when they are safe?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you were a daddy seahorse?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever helped take care of a baby or pet like Mister Seahorse?
Mister Seahorse,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you think of a time when you helped someone like the daddy sea creatures?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Completion,The spider is very busy because she is making a ______.
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Completion,"The animals try to talk to the spider, but she is too ______."
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Recall,What animal is the main character in the story?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Recall,What does the spider make in the story?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where does the spider build her web?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Who are some of the animals the spider meets?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Open-Ended,Why do you think the spider keeps working without stopping?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you were the spider?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever been very busy like the spider? What were you doing?
The Very Busy Spider,Eric Carle,gpt5.1,ZeroShot,Distancing,"Can you remember a time when you had to finish something important, like the spider?"
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Completion,The chameleon wanted to look like a ________.
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Completion,The chameleon changed its colors to match the ________.
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Recall,What animals did the chameleon try to look like?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Recall,What color was the chameleon at the end of the story?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why did the chameleon want to change its colors?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Wh-Question,How did the chameleon feel when it was mixed up?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you could change colors like the chameleon?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Open-Ended,Why do you think the chameleon was happy at the end?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever wished you could look like someone else?
The Mixed-Up Chameleon,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you think of a time when being yourself was the best choice?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Completion,The girl needs to get _______ to make pancakes.
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Completion,"Before making pancakes, the girl must help her _______."
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Recall,What does the girl want to make in the story?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Recall,Who helps the girl get the ingredients for pancakes?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Wh-Question,Why does the girl go to the mill?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where does the girl get the milk from?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Open-Ended,How do you think the girl feels when she makes pancakes?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Open-Ended,What would you do if you wanted to make pancakes?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever helped make food at home like the girl in the story?
"Pancakes, Pancakes!",Eric Carle,gpt5.1,ZeroShot,Distancing,What is your favorite thing to eat for breakfast?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Completion,The 10 little rubber ducks floated on the ______.
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Completion,The big storm made the ducks ______ away.
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Recall,How many rubber ducks did the story start with?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Recall,What happened to the ducks in the ocean?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where did the little rubber ducks go after the storm?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Wh-Question,Who helped the rubber ducks in the story?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Open-Ended,What do you think the ducks felt when they were lost at sea?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Open-Ended,"If you had a rubber duck, where would you take it?"
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever lost a toy like the rubber ducks? What did you do?
10 Little Rubber Ducks,Eric Carle,gpt5.1,ZeroShot,Distancing,Can you remember a time when you went on a trip like the ducks on the ocean?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Completion,"1, 2, 3 to the ___."
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Completion,The animals in the book are going to the ___.
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Recall,What animals did you see in the book?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Recall,How many animals did you count in the story?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Wh-Question,"Who is the author of the book 1,2,3 to the Zoo?"
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Wh-Question,Where are the animals going in the story?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Open-Ended,Which animal was your favorite and why?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Open-Ended,What do you think the animals will do at the zoo?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Distancing,Have you ever been to a zoo like in the book?
"1,2,3 to the Zoo",Eric Carle,gpt5.1,ZeroShot,Distancing,"If you could take an animal from the book home, which one would you choose?"
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Completion,The tree gave the boy _______ to play with.
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Completion,The boy was happy when the tree gave him _______.
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Recall,What did the boy take from the tree?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Recall,Who is the author of The Giving Tree?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Wh-Question,Why did the tree give things to the boy?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Wh-Question,What did the boy do when he grew older?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Open-Ended,How do you think the boy felt when the tree gave him gifts?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Open-Ended,What would you do if you were the tree?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Distancing,Have you ever shared something with a friend like the tree did?
The Giving Tree,Shel Silverstein,gpt5.1,ZeroShot,Distancing,Can you think of a time when someone gave you a gift like the tree?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Completion,The lion in the story tried to hide because __________.
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Completion,The girl helped the lion by __________.
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Recall,What animal did the girl try to hide?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Recall,Where did the girl try to hide the lion?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Wh-Question,Why did the girl want to hide the lion?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Wh-Question,How did the lion feel when it was hiding?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Open-Ended,What would you do if you found a lion?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Open-Ended,Can you think of a place where you could hide a big animal?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Distancing,Have you ever tried to keep a secret like the girl did?
How to Hide a Lion,Helen Stephens,gpt5.1,ZeroShot,Distancing,What would you do if you saw a lion at your home?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Completion,Max wore a crown and a __________.
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Completion,The Wild Things made Max feel __________.
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Recall,What is the name of the boy in the story?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Recall,Where does Max go after he puts on his crown?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Wh-Question,Why did Max become the king of the Wild Things?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Wh-Question,What did Max do to make the Wild Things wild?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Open-Ended,How do you think Max felt when he was with the Wild Things?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Open-Ended,What would you do if you met the Wild Things?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Distancing,Have you ever felt like Max when you wanted to be wild and free?
Where the Wild Things Are,Maurice Sendak,gpt5.1,ZeroShot,Distancing,Can you remember a time when you had to say sorry like Max did?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Completion,Rosie walked all around the _____.
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Completion,The fox followed Rosie because he wanted to _____.
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Recall,What animal walks around the farm in the story?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Recall,Where does Rosie go for her walk?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Wh-Question,Who follows Rosie on her walk?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Wh-Question,What does Rosie see during her walk?
